timestamp,temperature,vibration,pressure,fault
2024-01-01 00:00:00,62.483570765056164,1.7299286900102473,27.409519185105196,0
2024-01-01 01:00:00,59.308678494144075,1.942192531713793,29.906389533182747,0
2024-01-01 02:00:00,63.23844269050346,1.6830320316000154,30.05405061613334,0
2024-01-01 03:00:00,67.61514928204012,1.8768153881443839,31.417891037530218,0
2024-01-01 04:00:00,58.82923312638332,1.2425541332184857,25.89942491015752,0
2024-01-01 05:00:00,58.8293152152541,2.0853174829491756,31.777701821541992,0
2024-01-01 06:00:00,67.89606407753696,2.0004821901448895,21.886825105191676,0
2024-01-01 07:00:00,63.837173645764544,1.6731645475727237,28.11034634290857,0
2024-01-01 08:00:00,57.65262807032524,2.263698267372962,28.535178472645367,0
2024-01-01 09:00:00,62.712800217929825,2.3750280550506235,31.899980478213717,0
2024-01-01 10:00:00,57.68291153593769,1.3569760542524103,30.067892558030607,0
2024-01-01 11:00:00,57.671351232148716,1.6949100885735142,25.78331083843114,0
2024-01-01 12:00:00,61.20981135783017,1.6923430600850806,27.045020622548954,0
2024-01-01 13:00:00,50.43359877671101,1.624038759556454,30.59604002864222,0
2024-01-01 14:00:00,51.375410837434835,2.3317899367726995,29.762797974406332,0
2024-01-01 15:00:00,57.188562353795135,1.9224695444908786,28.262627671092762,0
2024-01-01 16:00:00,54.93584439832788,1.8941940634757557,28.55749863146406,0
2024-01-01 17:00:00,61.57123666297637,1.1984550542372987,32.088503991477864,0
2024-01-01 18:00:00,55.45987962239394,2.2541672120836904,28.446922281392357,0
2024-01-01 19:00:00,52.93848149332354,1.504296642058611,29.73572626791278,0
2024-01-01 20:00:00,67.32824384460777,2.0239730521065313,36.50980976424163,0
2024-01-01 21:00:00,58.87111849756732,2.1109507751832766,25.72895208934823,0
2024-01-01 22:00:00,60.337641023439616,2.5442634383354603,24.444471805276024,0
2024-01-01 23:00:00,52.87625906893272,1.4764718403523551,32.35076899439582,0
2024-01-02 00:00:00,57.27808637737409,0.7921951376716698,27.96407081611769,0
2024-01-02 01:00:00,60.554612948549334,2.073539817901478,29.04528741677214,0
2024-01-02 02:00:00,54.24503211288849,2.7202044726043413,27.65653086560666,0
2024-01-02 03:00:00,61.87849009172836,2.495578541175775,29.220599577697463,0
2024-01-02 04:00:00,56.99680655040598,2.0838637661098502,34.79561433628902,0
2024-01-02 05:00:00,58.54153125103362,1.803345525747181,32.406385375854356,0
2024-01-02 06:00:00,56.991466938853016,2.3228490386549243,32.58667053566093,0
2024-01-02 07:00:00,69.26139092254469,1.6105815201182125,25.75131883262206,0
2024-01-02 08:00:00,59.93251387631033,2.1905431077424877,26.546538790341394,0
2024-01-02 09:00:00,54.7114453552205,2.2021880636666507,21.48276402154372,0
2024-01-02 10:00:00,64.11272456051594,2.424083962999552,27.571857536751736,0
2024-01-02 11:00:00,53.89578175014489,3.1038640155644313,32.87010955915697,0
2024-01-02 12:00:00,61.04431797502378,2.156966386871507,31.55083954724511,0
2024-01-02 13:00:00,50.201649380601125,1.7964145497170005,29.33546021114363,0
2024-01-02 14:00:00,53.359069755507846,1.9897702751232023,29.93309914884584,0
2024-01-02 15:00:00,60.984306179345616,1.2923696380443528,27.933343372273782,0
